index,x,y,z
0,-0.5773502685072924,0.5773502685072924,0.5773502685072924
1,-0.5773502685072924,0.5773502685072924,0.5773502685072924
2,-0.5773502685072924,0.5773502685072924,0.5773502685072924
3,-0.5773502685072924,0.5773502685072924,0.5773502685072924
4,-0.5773502685072924,0.5773502685072924,0.5773502685072924
5,-0.5773502685072924,0.5773502685072924,0.5773502685072924
6,-0.5773502685072924,0.5773502685072924,0.5773502685072924
7,-0.5773502685072924,0.5773502685072924,0.5773502685072924
8,-0.5773502685072924,0.5773502685072924,0.5773502685072924
9,-0.5773502685072924,0.5773502685072924,0.5773502685072924
10,-0.5773502685072924,0.5773502685072924,0.5773502685072924
11,-0.5773502685072924,0.5773502685072924,0.5773502685072924
12,-0.5773502685072924,0.5773502685072924,0.5773502685072924
13,-0.5773502685072924,0.5773502685072924,0.5773502685072924
14,-0.5773502685072924,0.5773502685072924,0.5773502685072924
15,-0.5773502685072924,0.5773502685072924,0.5773502685072924
16,-0.5773502685072924,0.5773502685072924,0.5773502685072924
17,-0.5773502685072924,0.5773502685072924,0.5773502685072924
18,-0.5773502685072924,0.5773502685072924,0.5773502685072924
19,-0.5773502685072924,0.5773502685072924,0.5773502685072924
20,-0.5773502685072924,0.5773502685072924,0.5773502685072924
21,-0.5773502685072924,0.5773502685072924,0.5773502685072924
22,-0.5773502685072924,0.5773502685072924,0.5773502685072924
23,-0.5773502685072924,0.5773502685072924,0.5773502685072924
24,-0.5773502685072924,0.5773502685072924,0.5773502685072924
25,-0.5773502685072924,0.5773502685072924,0.5773502685072924
26,-0.5773502685072924,0.5773502685072924,0.5773502685072924
27,-0.5773502685072924,0.5773502685072924,0.5773502685072924
28,-0.5773502685072924,0.5773502685072924,0.5773502685072924
29,-0.5773502685072924,0.5773502685072924,0.5773502685072924
30,-0.5773502685072924,0.5773502685072924,0.5773502685072924
31,-0.5773502685072924,0.5773502685072924,0.5773502685072924
32,-0.5773502685072924,0.5773502685072924,0.5773502685072924
33,-0.5773502685072924,0.5773502685072924,0.5773502685072924
34,-0.5773502685072924,0.5773502685072924,0.5773502685072924
35,-0.5773502685072924,0.5773502685072924,0.5773502685072924
36,-0.5773502685072924,0.5773502685072924,0.5773502685072924
37,-0.5773502685072924,0.5773502685072924,0.5773502685072924
38,-0.5773502685072924,0.5773502685072924,0.5773502685072924
39,-0.5773502685072924,0.5773502685072924,0.5773502685072924
40,-0.5773502685072924,0.5773502685072924,0.5773502685072924
41,-0.5773502685072924,0.5773502685072924,0.5773502685072924
42,-0.5773502685072924,0.5773502685072924,0.5773502685072924
43,-0.5773502685072924,0.5773502685072924,0.5773502685072924
44,-0.5773502685072924,0.5773502685072924,0.5773502685072924
45,-0.5773502685072924,0.5773502685072924,0.5773502685072924
46,-0.5773502685072924,0.5773502685072924,0.5773502685072924
47,-0.5773502685072924,0.5773502685072924,0.5773502685072924
48,-0.5773502685072924,0.5773502685072924,0.5773502685072924
49,-0.5773502685072924,0.5773502685072924,0.5773502685072924
50,-0.5773502685072924,0.5773502685072924,0.5773502685072924
51,-0.5773502685072924,0.5773502685072924,0.5773502685072924
52,-0.5773502685072924,0.5773502685072924,0.5773502685072924
53,-0.5773502685072924,0.5773502685072924,0.5773502685072924
54,-0.5773502685072924,0.5773502685072924,0.5773502685072924
55,-0.5773502685072924,0.5773502685072924,0.5773502685072924
56,0.5773502689621813,0.5773502689621813,0.5773502689621813
57,-0.5773502689621813,0.5773502689621813,0.5773502689621813
58,-0.5773502689621813,0.5773502689621813,0.5773502689621813
59,-0.45749571085497587,0.45749571085497587,0.7624928514250291
60,-0.5773502690531591,0.5773502690531591,0.5773502690531591
61,-0.5773502690531591,0.5773502690531591,0.5773502690531591
62,-0.5773502690531591,0.5773502690531591,0.5773502690531591
63,-0.5025189075262286,0.5025189075262286,0.7035264705367018
64,-0.5773502690921495,0.5773502690921495,0.5773502690921495
65,-0.5773502690921495,0.5773502690921495,0.5773502690921495
66,0.0,0.9999999997075715,0.0
67,0.0,-0.216930457770481,0.9761870599672139
68,0.5773502691138109,0.5773502691138109,0.5773502691138109
69,-0.5773502691138109,0.5773502691138109,0.5773502691138109
70,0.0,-0.178885438167224,0.9838699099197726
71,0.0,-0.7371541401080586,0.6757246284323637
72,0.0,-0.178885438167224,0.9838699099197726
73,-0.5773502691275954,0.5773502691275954,0.5773502691275954
74,-0.5773502691275954,0.5773502691275954,0.5773502691275954
75,-0.5773502691275954,0.5773502691275954,0.5773502691275954
